6.666000e+02 -1.068029e+03 5.919675e+02 -3.015329e+02 1.855489e+02 -1.300000e+02 1.000325e+02 -8.280765e+01 7.285109e+01 -6.762994e+01 3.300000e+01 
3.157097e+02 -4.552461e+02 1.692499e+02 -4.257183e+01 2.036427e+01 -1.268328e+01 9.163594e+00 -7.316718e+00 6.304231e+00 -5.788854e+00 2.815059e+00 
-2.128591e+01 8.264564e+01 -1.038938e+02 5.144802e+01 -1.268328e+01 5.950155e+00 -3.694427e+00 2.701515e+00 -2.211146e+00 1.976029e+00 -9.527864e-01 
4.795782e+00 -1.268328e+01 3.680411e+01 -5.275388e+01 2.895765e+01 -7.316718e+00 3.488174e+00 -2.211146e+00 1.668023e+00 -1.428175e+00 6.794597e-01 
-1.847214e+00 4.319722e+00 -7.316718e+00 2.451060e+01 -3.770619e+01 2.204984e+01 -5.788854e+00 2.867730e+00 -1.905573e+00 1.530744e+00 -7.140873e-01 
1.000000e+00 -2.211146e+00 3.055728e+00 -5.788854e+00 2.094427e+01 -3.400000e+01 2.094427e+01 -5.788854e+00 3.055728e+00 -2.211146e+00 1.000000e+00 
-7.140873e-01 1.530744e+00 -1.905573e+00 2.867730e+00 -5.788854e+00 2.204984e+01 -3.770619e+01 2.451060e+01 -7.316718e+00 4.319722e+00 -1.847214e+00 
6.794597e-01 -1.428175e+00 1.668023e+00 -2.211146e+00 3.488174e+00 -7.316718e+00 2.895765e+01 -5.275388e+01 3.680411e+01 -1.268328e+01 4.795782e+00 
-9.527864e-01 1.976029e+00 -2.211146e+00 2.701515e+00 -3.694427e+00 5.950155e+00 -1.268328e+01 5.144802e+01 -1.038938e+02 8.264564e+01 -2.128591e+01 
2.815059e+00 -5.788854e+00 6.304231e+00 -7.316718e+00 9.163594e+00 -1.268328e+01 2.036427e+01 -4.257183e+01 1.692499e+02 -4.552461e+02 3.157097e+02 
3.300000e+01 -6.762994e+01 7.285109e+01 -8.280765e+01 1.000325e+02 -1.300000e+02 1.855489e+02 -3.015329e+02 5.919675e+02 -1.068029e+03 6.666000e+02 
