0.000000e+00
-1.000000e+00 1.000000e+00 -6.055684e-05 -9.865439e+00
-9.510565e-01 9.882021e-01 -4.811227e-01 -9.752931e+00
-8.090170e-01 8.253408e-01 -1.773878e+00 -8.145788e+00
-5.877853e-01 2.723028e-01 -3.022858e+00 -2.687565e+00
-3.090170e-01 -5.646349e-01 -2.592894e+00 5.572783e+00
-6.123234e-17 -1.000000e+00 2.220446e-16 9.869540e+00
3.090170e-01 -5.646349e-01 2.592894e+00 5.572783e+00
5.877853e-01 2.723028e-01 3.022858e+00 -2.687565e+00
8.090170e-01 8.253408e-01 1.773878e+00 -8.145788e+00
9.510565e-01 9.882021e-01 4.811227e-01 -9.752931e+00
1.000000e+00 1.000000e+00 6.055684e-05 -9.865439e+00
-----
9.728748e-04
-1.000000e+00 1.000000e+00 -2.615962e-01 -4.484351e+00
-9.510565e-01 9.805577e-01 -5.549169e-01 -7.197214e+00
-8.090170e-01 8.195927e-01 -1.730834e+00 -8.157785e+00
-5.877853e-01 2.747246e-01 -2.987349e+00 -2.652077e+00
-3.090170e-01 -5.523451e-01 -2.565852e+00 5.457042e+00
-6.123234e-17 -9.853943e-01 -1.185596e-02 9.743415e+00
3.090170e-01 -5.603409e-01 2.538699e+00 5.477285e+00
5.877853e-01 2.614511e-01 2.979499e+00 -2.580557e+00
8.090170e-01 8.057125e-01 1.735133e+00 -7.980900e+00
9.510565e-01 9.723845e-01 6.679452e-01 -5.407008e+00
1.000000e+00 1.000000e+00 4.939503e-01 -1.293815e+00
-----
1.916501e-02
-1.000000e+00 1.000000e+00 -1.073948e+00 -6.401076e-01
-9.510565e-01 9.462386e-01 -1.131877e+00 -1.732987e+00
-8.090170e-01 7.586067e-01 -1.563778e+00 -3.965713e+00
-5.877853e-01 3.174136e-01 -2.359798e+00 -2.275642e+00
-3.090170e-01 -3.510655e-01 -2.143760e+00 3.878544e+00
-6.123234e-17 -7.477373e-01 -2.365358e-01 7.457984e+00
3.090170e-01 -4.872655e-01 1.762997e+00 4.415087e+00
5.877853e-01 1.025433e-01 2.214924e+00 -8.420493e-01
8.090170e-01 5.654743e-01 2.016159e+00 4.857533e-01
9.510565e-01 8.726439e-01 2.439226e+00 5.924329e+00
1.000000e+00 1.000000e+00 2.782590e+00 8.076037e+00
-----
6.782327e-02
-1.000000e+00 1.000000e+00 -1.092835e+00 -5.420907e-01
-9.510565e-01 9.457044e-01 -1.128854e+00 -9.081693e-01
-8.090170e-01 7.739851e-01 -1.299806e+00 -1.366650e+00
-5.877853e-01 4.553012e-01 -1.556243e+00 -6.965252e-01
-3.090170e-01 2.246409e-02 -1.435013e+00 1.716022e+00
-6.123234e-17 -2.978688e-01 -5.302065e-01 3.772411e+00
3.090170e-01 -2.797267e-01 6.249450e-01 3.385339e+00
5.877853e-01 1.688297e-02 1.489736e+00 3.158527e+00
8.090170e-01 4.354588e-01 2.368894e+00 5.173832e+00
9.510565e-01 8.313272e-01 3.258442e+00 7.409835e+00
1.000000e+00 1.000000e+00 3.640543e+00 8.197162e+00
-----
1.274173e-01
