"t = 0.000000e+00"
-2.000000e+00 2.449294e-16 6.949930e-310 6.949930e-310
-1.975377e+00 7.727931e-02 6.949930e-310 6.949930e-310
-1.902113e+00 3.026968e-01 8.881490e-317 0.000000e+00
-1.782013e+00 6.325384e-01 8.881490e-317 0.000000e+00
-1.618034e+00 9.320324e-01 8.883553e-317 1.106707e-321
-1.414214e+00 9.639025e-01 8.881624e-317 2.371515e-322
-1.175571e+00 5.240259e-01 6.952797e-310 8.881640e-317
-9.079810e-01 -2.850765e-01 8.881534e-317 8.881632e-317
-6.180340e-01 -9.320324e-01 0.000000e+00 7.905050e-323
-3.128689e-01 -8.321130e-01 0.000000e+00 7.905050e-323
-1.224647e-16 -3.847341e-16 0.000000e+00 0.000000e+00
3.128689e-01 8.321130e-01 8.881609e-317 1.630417e-322
6.180340e-01 9.320324e-01 8.881648e-317 8.883553e-317
9.079810e-01 2.850765e-01 7.905050e-323 8.882534e-317
1.175571e+00 -5.240259e-01 1.482197e-322 1.501960e-321
1.414214e+00 -9.639025e-01 0.000000e+00 2.371515e-322
1.618034e+00 -9.320324e-01 0.000000e+00 8.882549e-317
1.782013e+00 -6.325384e-01 8.881573e-317 3.984550e+252
1.902113e+00 -3.026968e-01 0.000000e+00 0.000000e+00
1.975377e+00 -7.727931e-02 0.000000e+00 0.000000e+00
2.000000e+00 -2.449294e-16 0.000000e+00 0.000000e+00


