-1.000000e+00 1.000000e+00 
-9.876883e-01 9.992521e-01 
-9.510565e-01 9.882021e-01 
-8.910065e-01 9.419472e-01 
-8.090170e-01 8.253408e-01 
-7.071068e-01 6.056999e-01 
-5.877853e-01 2.723028e-01 
-4.539905e-01 -1.440403e-01 
-3.090170e-01 -5.646349e-01 
-1.564345e-01 -8.816479e-01 
-6.123234e-17 -1.000000e+00 
1.564345e-01 -8.816479e-01 
3.090170e-01 -5.646349e-01 
4.539905e-01 -1.440403e-01 
5.877853e-01 2.723028e-01 
7.071068e-01 6.056999e-01 
8.090170e-01 8.253408e-01 
8.910065e-01 9.419472e-01 
9.510565e-01 9.882021e-01 
9.876883e-01 9.992521e-01 
1.000000e+00 1.000000e+00 

-1.000000e+00 1.000000e+00 
-9.876883e-01 9.976324e-01 
-9.510565e-01 9.856787e-01 
-8.910065e-01 9.398281e-01 
-8.090170e-01 8.240263e-01 
-7.071068e-01 6.056765e-01 
-5.877853e-01 2.739949e-01 
-4.539905e-01 -1.404413e-01 
-3.090170e-01 -5.593810e-01 
-1.564345e-01 -8.755166e-01 
-6.123234e-17 -9.941997e-01 
1.564345e-01 -8.775195e-01 
3.090170e-01 -5.632793e-01 
4.539905e-01 -1.460051e-01 
5.877853e-01 2.671453e-01 
7.071068e-01 5.980966e-01 
8.090170e-01 8.164464e-01 
8.910065e-01 9.331034e-01 
9.510565e-01 9.807207e-01 
9.876883e-01 9.956232e-01 
1.000000e+00 1.000000e+00 
